product_sku,order_id,quantity,unit_price,discount
271,1234,11,257.58,15.94
1440,760,11,673.19,23.79
2711,3508,10,193.03,18.06
1477,1237,5,127.35,3.73
3366,3108,9,420.3,10.88
3250,2724,11,470.59,3.11
3760,3535,1,261.64,11.64
169,3469,5,800.94,9.72
2534,4313,10,942.65,4.56
376,1301,8,486.71,1.89
4759,3436,1,952.16,9.99
2558,1580,10,205.01,15.0
4663,601,2,862.01,14.95
4224,457,5,51.52,3.4
3760,2610,5,261.64,8.52
2533,3260,2,861.55,4.15
1188,2995,8,435.67,24.13
2769,3209,9,522.79,22.24
2076,3459,10,895.15,23.19
2490,1685,11,83.94,19.46
2642,1745,2,885.15,5.44
2463,617,6,638.07,21.39
4385,2694,6,520.59,8.61
4385,4599,4,520.59,19.84
1629,4308,12,476.1,10.03
3752,2310,1,698.53,17.81
2393,1440,4,145.15,22.37
274,3524,9,221.52,12.9
4328,2411,2,737.4,10.97
1813,2510,2,135.34,5.56
1348,2565,3,124.55,17.15
1813,840,9,135.34,13.16
677,4940,13,661.36,16.51
4591,4600,6,137.07,7.67
4351,3916,8,835.87,18.15
3304,1122,14,357.33,9.82
246,2453,2,106.75,18.84
64,1354,15,780.39,10.62
4606,417,2,715.77,24.22
2058,1751,9,651.18,7.06
1499,289,8,964.97,11.44
5000,4623,14,143.69,19.17
4384,3490,15,147.5,1.46
4129,4394,12,909.87,3.43
1739,1804,8,780.7,13.75
2448,2820,8,986.54,21.32
3693,3904,6,588.68,15.79
4365,4476,9,36.9,4.24
1264,4483,8,590.36,13.21
504,1628,11,28.11,12.84
2938,4142,12,952.32,6.24
3098,4118,12,585.58,19.94
2214,3058,8,711.82,19.78
489,1149,6,75.08,5.93
3163,1053,9,108.62,14.13
4441,656,2,92.68,20.05
4653,496,12,66.24,15.02
3242,1953,1,421.89,16.62
4466,3853,3,495.39,22.83
1132,2855,9,432.16,16.41
2620,4653,9,82.17,11.35
2809,977,9,642.72,15.78
2309,4187,15,356.38,10.96
4328,2616,4,737.4,11.14
4128,3509,5,488.64,1.91
419,1856,13,423.89,3.5
781,3884,5,917.91,22.3
864,2944,8,883.62,10.25
1790,2216,9,333.7,24.24
1586,3441,11,228.04,19.09
2863,1162,4,957.8,22.3
4962,2215,11,68.74,5.23
3874,1321,5,185.98,23.6
777,471,3,79.41,9.84
2711,455,8,193.03,6.25
170,2691,15,289.32,6.1
4128,553,7,488.64,12.36
1425,3159,1,12.85,7.1
3304,871,7,357.33,15.71
2393,1926,2,145.15,7.16
2309,1691,1,356.38,3.31
4013,325,4,171.93,5.27
1741,1267,14,853.07,11.76
215,2154,6,143.72,22.0
3073,1645,12,98.75,11.63
1014,562,10,944.56,6.08
4797,3117,10,464.9,3.22
4591,1305,4,137.07,2.59
1014,3270,13,944.56,24.9
2711,4192,3,193.03,17.21
274,1031,9,221.52,21.42
4349,1314,4,548.5,17.03
4365,503,15,36.9,20.04
1338,3833,4,244.97,10.66
4871,1354,1,317.4,4.55
3444,773,14,19.67,13.48
3740,3701,9,602.34,11.65
2534,4734,2,942.65,18.16
1432,808,8,548.75,7.0
3819,899,7,709.03,13.86
1847,1537,6,539.92,21.44
3094,1404,3,202.93,4.87
2804,4408,1,172.42,24.1
2804,1357,6,172.42,8.85
2809,488,3,642.72,2.81
2214,1544,2,711.82,11.75
2403,2029,4,164.93,2.68
1059,887,2,915.36,22.49
2821,1524,9,330.65,22.61
4197,351,5,233.78,22.82
376,3965,13,486.71,11.75
4351,1568,14,835.87,21.41
900,4719,5,516.27,7.52
1068,105,14,296.78,18.41
2808,4943,4,33.11,7.46
3252,4186,6,960.14,11.63
4507,939,11,910.27,11.33
3884,1227,10,460.61,9.9
4923,4372,2,276.1,18.81
3692,2344,10,81.94,22.88
1739,4893,3,780.7,15.11
980,102,2,498.4,1.42
169,3884,1,800.94,5.98
1380,4438,15,351.58,21.68
3571,4229,10,726.78,17.55
2641,2588,9,642.62,8.89
5,883,7,998.59,7.12
892,2977,9,862.57,10.62
1780,3131,2,563.35,4.43
3547,3381,14,112.36,23.45
4275,3760,8,115.29,2.23
654,4412,5,60.66,15.54
1479,1052,5,992.83,1.47
1059,2156,10,915.36,16.29
4575,295,5,737.8,20.71
187,1310,1,69.0,14.82
4128,1558,14,488.64,1.61
1598,3763,10,200.51,9.93
1711,1624,9,8.85,23.27
3357,3917,11,904.0,13.59
4507,4478,8,910.27,13.76
4275,4571,6,115.29,8.54
2019,777,1,543.8,20.41
1680,4174,1,149.08,9.86
1113,2482,3,831.16,7.77
226,611,14,984.87,5.83
2309,2694,12,356.38,15.43
875,1319,7,440.65,8.9
1751,467,10,733.58,6.24
1477,1672,11,127.35,14.14
3341,1790,7,81.06,3.26
513,2093,6,623.32,19.18
4961,3623,8,362.01,16.19
353,3144,12,402.07,21.69
1680,110,9,149.08,24.45
4661,2360,3,818.76,12.03
571,681,7,555.16,11.71
1680,1332,4,149.08,22.0
4515,1927,7,534.19,14.71
4310,40,4,747.61,17.94
1048,3252,3,200.16,3.22
2847,1080,9,126.74,19.09
4301,637,4,941.45,17.4
883,4375,8,40.71,23.55
1915,1862,12,20.3,12.77
414,2180,3,398.11,22.14
353,1264,2,402.07,16.13
717,4103,2,716.44,14.05
1749,3000,11,370.41,6.78
207,1300,2,929.09,24.38
2757,2747,9,688.1,21.9
3364,4090,13,743.61,5.9
3098,3569,6,585.58,22.79
3498,3307,8,647.6,21.85
2276,1207,2,644.43,4.09
4594,1638,1,998.86,7.89
3949,3763,15,76.68,20.48
3429,2608,9,582.91,3.07
2743,704,12,943.21,20.87
1537,2593,7,413.74,22.06
729,4101,3,499.74,8.51
2357,2419,15,612.56,15.37
1847,1211,2,539.92,19.28
1813,1298,2,135.34,16.75
2462,4009,14,270.77,20.96
128,2391,11,703.88,12.52
6,2490,15,261.1,21.06
2439,3590,3,659.86,20.67
4328,2151,6,737.4,10.63
3429,2309,4,582.91,19.76
4013,2366,9,171.93,13.79
887,3252,11,391.27,23.42
2736,2753,1,661.78,21.08
2393,3788,3,145.15,11.09
2804,4250,10,172.42,23.47
1327,180,6,933.74,19.53
2542,1473,13,270.94,9.29
2871,3071,4,858.19,21.0
1879,1956,10,726.89,6.44
3213,3055,14,185.96,5.23
3547,1605,15,112.36,1.31
4024,2869,12,767.64,13.59
1724,3288,5,547.03,9.03
4462,2765,4,490.32,1.36
3758,3697,13,614.01,7.64
271,4135,10,257.58,17.43
567,2345,2,330.36,6.05
1555,85,3,408.69,8.12
168,657,15,324.04,21.67
4663,1680,1,862.01,2.64
4670,1416,13,777.43,22.62
781,2259,1,917.91,24.04
1012,1838,14,4.39,22.47
910,1034,8,306.49,17.18
1545,822,1,684.97,23.63
1689,547,7,391.93,4.81
4917,3472,12,999.14,4.67
3783,977,4,571.36,10.1
1477,4149,2,127.35,17.81
4532,1208,8,485.82,7.77
2517,1422,10,927.86,15.91
2207,1185,9,286.03,7.05
3094,4818,4,202.93,23.58
777,234,4,79.41,9.83
271,3235,7,257.58,12.9
4502,45,6,721.9,21.72
1607,2303,4,561.12,22.0
2397,598,2,237.25,19.4
3910,2083,5,555.22,12.55
2550,4189,5,78.64,12.52
1432,417,5,548.75,20.85
729,3071,12,499.74,24.38
4417,2643,1,557.71,12.38
1080,1912,14,987.02,7.31
1190,4250,3,481.61,11.42
584,4491,5,161.75,17.15
1771,3134,4,276.4,14.94
2631,2276,9,678.79,9.7
708,4491,14,942.37,20.4
584,739,1,161.75,24.76
4384,2719,6,147.5,1.54
1458,3949,11,434.01,4.0
630,524,9,898.68,3.52
4013,717,7,171.93,6.76
1607,944,8,561.12,18.17
3366,1213,4,420.3,21.09
4838,1725,7,458.37,10.4
2821,2174,7,330.65,12.13
4024,2987,1,767.64,3.53
2804,839,2,172.42,5.69
2397,4274,15,237.25,5.85
3098,2944,15,585.58,4.09
185,1803,10,299.38,2.76
3669,3446,5,208.5,23.37
4850,4004,14,710.87,16.4
2620,3764,15,82.17,19.82
3444,4746,6,19.67,13.04
3135,1960,15,561.67,13.32
2069,2766,15,270.14,9.67
1711,3704,14,8.85,16.71
4695,3661,6,390.66,11.94
1507,4161,5,309.56,12.27
1128,632,13,490.56,1.4
561,2480,1,723.09,20.5
4725,597,8,303.93,17.82
4723,2733,6,695.3,2.71
1014,4010,4,944.56,13.13
215,2339,5,143.72,4.88
3978,68,6,135.54,14.59
3793,4647,10,861.47,2.13
4071,3406,12,560.65,22.83
3351,86,15,611.76,5.1
1705,3157,14,995.59,11.83
4081,1699,1,544.06,24.88
378,2669,1,498.02,7.5
2938,3402,11,952.32,12.57
1741,4942,15,853.07,16.36
592,4830,7,904.29,17.38
4422,2915,5,1.41,14.74
215,1339,14,143.72,13.04
2415,1236,6,516.88,4.47
1688,568,4,593.89,3.35
4799,1858,14,716.33,9.14
875,1596,15,440.65,21.83
4797,4689,11,464.9,6.56
2804,4759,11,172.42,17.4
3433,4488,1,830.34,24.94
1289,4639,13,32.06,20.42
1539,1943,9,89.02,24.44
2048,3903,5,926.47,16.11
3084,4669,15,345.55,13.32
2813,1130,8,162.9,4.89
654,1293,5,60.66,11.9
729,2767,11,499.74,7.44
1080,2213,5,987.02,20.75
1883,3538,14,694.39,21.25
3693,2081,11,588.68,13.78
4417,4205,7,557.71,12.82
4797,2418,14,464.9,7.1
262,4553,11,745.94,21.45
1479,1729,9,992.83,24.25
160,2653,11,872.01,13.71
3199,3260,6,206.9,22.6
4081,52,12,544.06,11.81
584,2704,12,161.75,19.57
4908,2413,5,988.38,15.48
1930,614,3,53.11,11.75
1159,4432,6,36.56,9.88
561,8,6,723.09,4.22
2276,817,1,644.43,22.6
504,3740,3,28.11,18.05
3016,4475,2,353.43,13.41
4466,4643,1,495.39,20.57
781,3336,4,917.91,14.09
1499,4368,11,964.97,10.95
271,4700,15,257.58,13.38
2270,3167,1,894.08,13.1
4594,4068,6,998.86,15.25
2871,4803,15,858.19,13.71
3092,4907,3,660.08,10.86
875,4548,5,440.65,13.95
3007,3109,2,139.22,7.99
3253,314,2,661.82,4.89
569,3470,6,528.69,20.82
4865,4570,12,976.48,7.25
1327,4453,10,933.74,6.68
4249,170,9,97.37,7.55
1132,1431,10,432.16,20.68
717,3926,14,716.44,21.88
3371,1010,13,674.74,23.03
2210,3075,11,369.41,18.98
1741,2307,11,853.07,6.81
1327,4351,8,933.74,1.54
4727,2981,6,451.09,9.45
4365,3392,8,36.9,13.09
803,2751,8,421.72,1.09
2207,1914,5,286.03,7.31
2769,4009,3,522.79,3.56
3156,1532,9,62.39,17.98
2769,2391,15,522.79,1.35
728,2840,3,397.69,22.09
376,361,13,486.71,2.91
2821,1806,10,330.65,20.06
3147,1738,2,413.46,21.16
2656,897,6,283.02,19.22
2711,4567,14,193.03,12.62
1744,2795,11,82.96,21.96
3364,1895,14,743.61,21.21
864,2116,13,883.62,11.26
1759,70,6,708.04,24.62
1686,2963,3,30.15,15.49
4661,696,13,818.76,7.53
2820,1172,14,743.0,23.51
3553,1517,1,977.61,16.82
3752,2064,10,698.53,22.42
3315,4162,13,28.2,18.21
1564,1214,6,83.46,6.8
4771,906,10,928.04,23.8
4727,2849,3,451.09,23.66
183,817,9,843.6,20.6
2980,2395,4,347.47,15.16
4799,992,2,716.33,4.5
513,2017,8,623.32,14.64
4663,1830,8,862.01,9.42
3351,4899,1,611.76,19.42
3752,2270,9,698.53,4.1
3731,2853,4,217.91,22.77
2883,4687,6,755.68,13.67
1680,3553,8,149.08,12.97
1741,1551,6,853.07,23.16
4249,2338,9,97.37,22.67
4822,4773,8,806.42,16.77
3793,2318,15,861.47,12.85
3703,3642,6,945.85,12.16
4812,3405,11,831.72,12.48
4050,3443,15,690.55,20.87
4119,2962,7,991.32,5.09
4822,2077,15,806.42,3.84
271,4647,14,257.58,16.14
4434,2469,6,307.5,7.62
207,4984,15,929.09,11.36
3752,2115,12,698.53,7.54
4258,4125,6,727.57,1.32
654,1870,9,60.66,15.02
309,3110,9,707.35,17.36
1220,3434,14,923.34,14.31
1790,2027,15,333.7,18.26
170,1327,5,289.32,23.01
38,1491,3,932.37,3.63
4413,3973,3,694.9,2.93
2542,1356,8,270.94,21.06
3073,290,10,98.75,23.37
3371,1087,10,674.74,16.2
2309,4748,1,356.38,17.27
3253,4437,9,661.82,19.37
3616,4264,3,454.14,1.01
3832,1752,12,874.7,13.64
1736,3069,6,430.92,3.18
183,812,12,843.6,4.79
3316,3359,6,722.07,19.54
4443,2329,4,619.25,21.43
514,3373,13,977.02,1.07
2276,3080,9,644.43,9.16
2809,3359,4,642.72,17.16
3250,1072,8,470.59,14.9
4908,815,10,988.38,10.39
4456,284,14,355.68,18.29
194,2568,6,876.46,16.67
2403,2079,4,164.93,20.51
1847,4682,7,539.92,13.8
1598,4573,7,200.51,22.84
273,1110,3,144.3,6.53
910,1853,8,306.49,5.6
4607,3168,8,255.75,21.88
4013,293,8,171.93,14.5
584,4820,1,161.75,17.3
2994,1923,9,414.97,10.59
2844,3455,10,577.57,17.18
4533,3936,2,535.64,23.96
97,4216,11,729.21,11.26
3693,2734,6,588.68,7.03
4039,3538,15,489.39,4.55
194,706,10,876.46,4.85
728,1078,6,397.69,2.95
2076,4463,6,895.15,9.72
4607,2211,2,255.75,6.19
3910,4375,14,555.22,4.05
2697,3955,2,452.54,24.99
3594,1914,10,758.31,20.97
892,3699,5,862.57,4.66
4871,1231,13,317.4,20.29
4923,2319,4,276.1,1.7
4622,3482,5,784.44,4.46
504,3216,6,28.11,2.33
3378,2878,1,982.63,9.15
2210,3528,12,369.41,6.47
4146,4242,10,757.78,1.39
5,39,15,998.59,11.44
2757,4214,12,688.1,16.12
1537,2036,2,413.74,19.43
730,216,8,865.97,24.05
2356,1860,13,86.56,4.48
3739,4271,11,662.75,15.22
4302,163,1,547.44,17.35
4594,690,14,998.86,16.18
179,3515,5,582.1,14.28
4061,1178,15,18.76,14.49
3378,2296,14,982.63,18.56
3433,2669,10,830.34,8.33
268,445,14,478.33,5.39
4532,2009,2,485.82,7.31
64,3743,1,780.39,16.95
4422,3445,9,1.41,19.71
1722,1652,3,271.54,24.59
3739,4548,8,662.75,10.28
3315,4983,5,28.2,2.22
3880,325,1,889.5,13.56
3357,1486,5,904.0,15.01
4039,2527,10,489.39,3.29
2876,4210,7,943.65,19.93
2931,872,7,94.38,10.82
98,4665,11,381.52,10.32
1681,4275,7,43.02,20.56
567,4723,6,330.36,16.75
4193,995,5,818.54,24.07
2052,179,9,607.84,6.23
2356,1283,14,86.56,7.05
4071,3043,6,560.65,15.96
2813,4216,12,162.9,2.14
4214,2003,6,255.28,13.19
1302,4659,9,590.73,16.08
910,240,9,306.49,4.84
1688,4585,11,593.89,15.88
378,2193,14,498.02,16.1
2871,1092,13,858.19,11.99
3242,2669,12,421.89,24.43
2397,2912,6,237.25,13.67
225,3485,1,109.06,20.06
2736,3819,11,661.78,11.21
1080,769,5,987.02,14.02
4622,1183,1,784.44,4.83
1113,3161,7,831.16,1.33
185,1856,14,299.38,10.86
2820,896,2,743.0,16.96
1705,2610,8,995.59,15.67
3029,4632,8,168.81,2.36
2875,2589,1,861.54,5.06
160,1863,8,872.01,15.97
42,3143,5,152.95,18.32
1773,4459,10,122.84,1.8
3570,3841,12,403.1,2.65
3311,4119,4,58.37,24.14
3779,3896,9,361.01,2.59
3123,2397,10,52.9,15.07
376,1791,1,486.71,6.58
3016,675,14,353.43,1.94
2069,3889,13,270.14,9.91
3143,1928,7,4.74,10.82
5,773,6,998.59,6.56
179,1566,14,582.1,6.48
3949,2452,4,76.68,15.5
2397,4153,9,237.25,4.81
694,688,8,739.7,19.47
1678,821,2,757.37,2.37
2058,3827,11,651.18,14.85
3980,945,8,177.01,5.88
910,925,11,306.49,14.81
2393,3397,10,145.15,24.73
781,4688,6,917.91,24.77
853,4343,11,425.53,14.66
4961,2988,6,362.01,14.6
3029,2648,11,168.81,16.44
622,1455,14,266.45,15.74
910,874,5,306.49,2.62
694,1111,1,739.7,8.14
4961,862,4,362.01,13.11
2146,2530,11,83.48,23.13
2052,2591,3,607.84,2.64
414,355,7,398.11,4.63
3666,1436,4,507.13,17.03
67,4188,9,453.79,14.24
4441,1597,15,92.68,4.43
4385,2379,14,520.59,2.77
4120,1375,4,157.78,22.67
2490,579,9,83.94,5.85
3817,4821,7,848.5,18.6
3163,3472,6,108.62,15.86
2208,1812,12,904.47,21.64
2924,433,4,655.64,15.76
875,3181,8,440.65,10.89
3141,100,6,681.51,8.04
4834,904,13,732.36,11.85
1338,1839,9,244.97,2.19
874,4293,10,749.95,7.3
4686,3935,15,253.72,22.31
185,1666,2,299.38,22.05
1868,1276,14,601.35,24.11
3693,3518,3,588.68,11.86
3147,4313,4,413.46,3.74
2207,1008,13,286.03,12.75
1790,2085,14,333.7,2.25
1108,2786,14,223.78,16.62
378,355,2,498.02,22.37
708,2292,15,942.37,20.04
4033,103,5,585.46,8.93
81,178,2,941.44,23.31
1736,4255,5,430.92,10.16
513,2274,3,623.32,8.37
4727,2953,7,451.09,14.85
4961,2655,12,362.01,3.83
1441,4531,11,653.88,1.49
1014,3653,7,944.56,16.1
4594,254,7,998.86,10.47
4653,4654,12,66.24,11.41
4515,1668,13,534.19,10.62
3444,343,14,19.67,16.99
33,1643,7,148.12,23.41
2899,2985,4,558.93,8.41
2510,3433,12,417.16,19.99
743,735,15,853.16,21.89
2876,3018,13,943.65,19.32
4670,3365,9,777.43,21.01
2357,1837,13,612.56,14.24
3007,2908,15,139.22,10.45
504,3095,10,28.11,15.38
399,3538,14,966.31,9.86
4385,2262,15,520.59,24.92
847,3891,7,620.97,23.64
4908,2538,14,988.38,1.53
4799,2094,1,716.33,1.1
2095,4676,3,477.98,6.51
378,1477,8,498.02,3.97
3571,682,12,726.78,18.22
54,178,1,570.25,2.25
3966,4652,10,650.38,23.9
3366,3711,1,420.3,19.53
1879,2792,15,726.89,15.16
4661,3979,12,818.76,18.59
1686,3595,12,30.15,16.25
729,2016,14,499.74,18.2
4258,1852,1,727.57,18.41
2266,1396,6,10.41,3.3
2210,1778,3,369.41,13.17
514,3303,7,977.02,6.48
2208,2638,1,904.47,24.36
4917,1191,6,999.14,22.04
960,391,10,206.49,22.23
4670,2735,14,777.43,4.08
2415,4036,8,516.88,19.11
1681,2576,3,43.02,5.8
1741,454,6,853.07,14.26
2889,4633,14,352.53,1.73
728,4580,1,397.69,1.26
2570,4418,8,262.14,10.0
2069,2017,2,270.14,14.23
2970,3390,1,592.05,1.19
2276,3339,13,644.43,4.88
569,306,4,528.69,14.74
1629,1794,5,476.1,11.63
2804,4334,10,172.42,19.5
4196,2323,7,363.69,7.54
864,2974,13,883.62,1.26
4310,2023,13,747.61,3.46
4612,897,10,609.65,13.88
4671,3200,1,931.74,3.76
4822,2434,3,806.42,15.7
1879,2695,13,726.89,24.62
2931,4447,8,94.38,1.28
504,2563,2,28.11,24.26
1681,3579,12,43.02,7.35
3448,2531,14,523.44,18.17
1739,3763,1,780.7,8.95
4507,3777,3,910.27,10.65
2484,4304,11,866.99,17.47
2309,3425,9,356.38,1.76
3888,732,15,179.41,16.63
1711,2417,1,8.85,4.2
4594,1385,4,998.86,3.72
2642,731,11,885.15,8.04
592,4609,6,904.29,11.66
185,4795,10,299.38,12.23
1191,2278,3,835.5,15.25
3788,4858,12,414.61,11.76
1458,3498,9,434.01,14.55
1631,1455,13,338.73,1.17
4799,226,12,716.33,17.76
4115,1861,12,719.18,18.1
4469,510,15,791.82,11.87
958,1685,3,339.21,19.55
2270,2631,1,894.08,12.03
1680,4238,3,149.08,2.35
3311,3414,8,58.37,5.0
4120,3057,12,157.78,2.97
1012,984,1,4.39,4.46
1724,144,6,547.03,7.02
2208,3315,7,904.47,13.55
1885,4373,11,859.48,11.4
3315,1297,13,28.2,1.01
592,76,4,904.29,5.67
1303,2704,15,227.87,9.24
187,2225,11,69.0,4.06
3669,975,4,208.5,5.03
3498,3323,1,647.6,22.83
1770,3122,7,493.27,1.72
1711,1900,13,8.85,16.04
342,4512,1,430.14,23.92
4686,2679,15,253.72,8.87
4214,3844,7,255.28,10.83
2142,2951,12,166.93,13.39
3898,3585,4,688.74,21.86
1462,4900,14,982.43,6.21
2667,3272,13,722.14,24.63
4920,2527,5,484.73,19.66
3916,3987,13,715.28,8.94
3498,2874,2,647.6,3.73
853,3260,14,425.53,5.51
1224,2185,5,653.07,1.98
419,1849,7,423.89,20.74
33,150,15,148.12,22.2
1749,769,10,370.41,19.05
2019,4785,2,543.8,1.29
3933,38,3,397.59,7.43
3949,4345,12,76.68,10.05
3692,2287,13,81.94,14.34
262,4928,13,745.94,21.93
1686,291,6,30.15,10.39
1224,2696,6,653.07,10.87
3910,3142,13,555.22,24.5
1736,2840,2,430.92,9.41
4462,37,10,490.32,19.01
885,3111,9,765.46,17.05
1915,4046,11,20.3,12.93
207,4900,7,929.09,1.17
4061,4233,11,18.76,9.07
3570,1814,11,403.1,22.34
2631,4122,12,678.79,8.2
514,865,1,977.02,17.78
2642,1510,9,885.15,16.59
1299,4063,1,898.38,23.44
4622,4133,14,784.44,17.87
1759,264,6,708.04,13.09
2076,4451,6,895.15,1.1
3888,3842,6,179.41,7.67
3692,2128,4,81.94,12.42
2897,1194,8,550.84,14.96
4385,3609,8,520.59,15.93
567,919,15,330.36,8.38
4738,164,12,372.59,24.41
885,1136,14,765.46,19.0
1773,1608,2,122.84,13.64
222,2740,14,931.95,8.58
1440,721,12,673.19,22.01
2757,1277,6,688.1,13.18
2924,3732,8,655.64,4.03
2743,3495,4,943.21,11.01
652,3067,10,281.07,10.46
2875,4765,15,861.54,13.85
504,519,4,28.11,15.33
1059,2610,10,915.36,4.36
501,304,4,410.09,18.44
3898,1777,14,688.74,12.85
1499,1090,7,964.97,21.69
3065,2688,10,220.65,11.39
4612,4740,14,609.65,20.18
1607,398,15,561.12,2.38
4865,3022,10,976.48,13.96
571,2134,6,555.16,7.48
3252,836,5,960.14,5.35
4661,449,13,818.76,4.77
1162,1286,9,724.66,13.86
2208,2512,14,904.47,21.44
3260,1946,5,910.88,9.85
3250,3870,8,470.59,11.11
3253,3435,6,661.82,14.41
271,1531,3,257.58,1.85
2642,435,2,885.15,5.98
4385,4027,1,520.59,4.24
2711,2530,6,193.03,14.05
2994,1263,3,414.97,8.4
1749,1072,15,370.41,23.53
1441,3628,1,653.88,14.36
4771,2269,12,928.04,16.7
677,773,8,661.36,3.75
2875,3893,3,861.54,1.24
4050,4516,3,690.55,14.2
3304,2790,4,357.33,22.11
1528,586,7,280.13,2.19
1022,1184,13,216.39,12.37
2332,255,7,825.21,6.22
3371,582,10,674.74,9.76
207,786,13,929.09,12.87
2269,2807,1,979.46,8.34
2769,3555,3,522.79,10.1
1380,4263,6,351.58,6.5
910,3131,15,306.49,13.1
2464,3290,14,777.62,23.47
2711,3553,1,193.03,20.99
4151,2864,15,478.87,23.01
567,3401,8,330.36,22.42
829,4114,7,800.13,5.33
3832,2254,9,874.7,5.34
3300,4554,14,475.56,24.62
3250,4125,5,470.59,7.66
4441,2829,2,92.68,8.57
3250,4964,8,470.59,13.37
567,874,15,330.36,2.01
4759,2313,9,952.16,17.87
1631,4247,9,338.73,16.66
1188,4572,2,435.67,17.1
2808,3918,1,33.11,1.02
436,548,15,607.45,11.18
728,252,2,397.69,8.02
1191,1385,8,835.5,21.19
4215,1624,7,31.94,7.56
2847,3225,5,126.74,13.85
3253,4113,1,661.82,2.84
4796,1543,6,784.95,6.29
2883,3605,15,755.68,2.56
4897,3099,11,37.71,14.16
2397,1014,15,237.25,12.91
1678,4188,5,757.37,3.09
2871,2845,5,858.19,4.6
3128,518,14,616.6,5.94
2371,315,5,157.69,4.24
4197,940,3,233.78,22.92
3315,113,3,28.2,3.34
2008,3590,10,373.92,24.16
183,3058,9,843.6,3.64
3916,4814,1,715.28,2.71
4117,4306,8,589.53,5.36
3065,4495,15,220.65,7.69
3884,3111,13,460.61,10.87
3316,3327,11,722.07,10.56
1059,2705,1,915.36,23.98
4575,237,1,737.8,6.85
3135,1824,4,561.67,4.74
743,758,1,853.16,21.2
4434,1305,8,307.5,2.51
1407,4064,10,456.94,22.29
3371,3133,9,674.74,7.74
504,4459,12,28.11,2.75
3980,3183,15,177.01,2.94
1528,1485,10,280.13,6.47
4121,1664,7,838.41,19.19
2357,2823,10,612.56,9.43
273,2760,14,144.3,18.7
829,847,6,800.13,5.12
1197,799,7,560.65,1.2
730,2392,5,865.97,10.39
3980,2755,12,177.01,14.02
4257,4752,14,93.52,19.51
4670,1058,10,777.43,12.32
900,4420,9,516.27,22.91
3156,4336,4,62.39,22.44
1479,4282,4,992.83,10.53
829,3254,11,800.13,14.49
54,210,4,570.25,3.06
1451,3325,13,687.64,24.41
3731,4778,1,217.91,13.72
4062,3558,13,451.45,7.0
1162,4453,12,724.66,9.87
168,2145,15,324.04,18.72
3094,1097,15,202.93,17.34
185,2025,13,299.38,5.04
1692,3825,6,915.61,18.59
2270,1956,14,894.08,20.19
3666,1815,7,507.13,11.56
4115,182,6,719.18,11.52
81,809,10,941.44,3.52
1263,517,13,149.03,11.49
2908,3460,9,883.33,14.36
3602,811,8,4.68,19.61
592,4103,12,904.29,10.67
4797,4087,7,464.9,19.57
1744,65,2,82.96,16.01
864,41,9,883.62,18.53
980,3398,2,498.4,16.06
419,3,6,423.89,16.97
4062,4405,12,451.45,1.02
2889,3921,3,352.53,5.04
4328,1167,14,737.4,11.92
81,2502,11,941.44,11.5
4413,2851,15,694.9,12.25
2437,2573,6,909.48,1.6
3819,3920,5,709.03,1.19
1639,2875,14,513.05,18.04
2332,158,6,825.21,16.36
262,3937,1,745.94,12.75
1067,342,10,487.71,13.9
2656,4826,8,283.02,5.77
4422,2507,3,1.41,23.44
378,2463,15,498.02,18.95
3760,2811,1,261.64,7.34
2377,3375,13,592.97,20.03
2437,3317,2,909.48,17.16
3547,3144,7,112.36,20.15
3423,3286,9,448.14,5.81
1598,3232,12,200.51,10.56
3304,829,6,357.33,12.61
1537,4735,12,413.74,8.8
187,4453,7,69.0,16.69
1692,4487,5,915.61,21.12
2632,1468,4,311.13,18.7
1407,3439,9,456.94,21.19
1780,3846,4,563.35,7.45
2656,1640,6,283.02,21.38
980,1811,13,498.4,20.11
4121,4100,9,838.41,4.42
3147,3087,9,413.46,13.31
4301,3437,10,941.45,1.03
1407,2792,8,456.94,8.98
4622,2342,11,784.44,16.65
3252,3413,12,960.14,21.69
1289,4701,1,32.06,3.7
3692,3294,2,81.94,24.73
2415,356,11,516.88,24.24
98,218,5,381.52,1.73
743,2995,11,853.16,18.41
4268,2822,14,119.92,23.37
1879,2434,7,726.89,10.13
1930,1168,11,53.11,17.56
2938,4316,5,952.32,23.67
3250,3614,9,470.59,24.96
2757,1176,10,688.1,20.73
2844,2997,6,577.57,16.1
4425,1483,2,427.6,14.59
3978,4564,8,135.54,7.71
1555,3826,7,408.69,12.92
3512,3324,8,117.99,16.72
571,4295,7,555.16,9.05
1568,3185,3,587.7,23.16
231,4227,7,993.89,2.85
4133,488,9,521.2,14.71
1338,4442,10,244.97,14.97
1688,3420,4,593.89,6.83
1425,4879,13,12.85,14.93
1688,1502,5,593.89,19.21
1068,2637,8,296.78,2.51
2415,441,6,516.88,8.51
3571,908,2,726.78,19.57
591,3608,6,134.18,11.55
38,3062,4,932.37,10.23
1162,2057,11,724.66,13.71
3669,760,13,208.5,24.49
569,4225,1,528.69,16.36
2025,2335,14,590.88,4.33
4268,3795,9,119.92,10.51
1263,4193,15,149.03,12.03
194,2335,4,876.46,16.71
3410,924,15,713.29,23.05
592,2204,14,904.29,15.42
3141,336,9,681.51,20.47
3123,2092,13,52.9,13.69
2266,3780,5,10.41,6.24
3703,206,6,945.85,7.8
2,4079,3,439.12,9.96
